ques_1_1,ques_1_2,ques_1_3,ques_1_4,ques_1_5,ques_1_6,ques_1_7,ques_1_8,ques_1_9,ques_1_10,ques_1_11,ques_1_12,ques_1_13,ques_1_14,ques_1_15,ques_1_16,ques_1_17,ques_1_18,ques_1_19,ques_1_20,ques_1_21,ques_1_22,ques_1_23,ques_1_24,ques_1_25,ques_1_26,ques_1_27,ques_1_28,ques_1_29,ques_1_30,ques_1_31,ques_1_32,id,interview,school,class,studentid,classind,classsize,idt,st_V8,sch_score_68_3,sch_score_68_8,sch_score_68_13,sch_gpa_68,sch_score_70_3,sch_score_70_8,sch_score_70_13,sch_gpa_10,age,iq,edu_father,edu_mother,empmot,int_index,int_5q,intdum1,intdum2,intdum3,intdum4,intdum5,intdum6,iq_d1,iq_d2,iq_d3,iq_d4,iq_d5,iq_d6,edu_fatherd1,edu_fatherd2,edu_fatherd3,edu_fatherd4,edu_fatherdm,edu_motherd1,edu_motherd2,edu_motherd3,edu_motherd4,edu_motherdm,prestige,fem,_merge
3,4,6,8,18,20,,,,,,,,,,,,,,,,,,,,,,,,,,,119206,1,19,2,6,31,31,19206,MATH.-NAT,4,4,3,2.9166667,3,4,2,2.6666667,15,54,4,2,2,12,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,42,0,3
10,11,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119207,1,19,2,7,31,31,19207,MATH.-NAT,3,4,2,3.1666667,3,4,3,2.9166667,16,52,2,1,3,16,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,46,0,3
5,9,10,20,22,24,25,,,,,,,,,,,,,,,,,,,,,,,,,,119208,1,19,2,8,31,31,19208,MATH.-NAT,5,4,4,3.6363637,4,5,4,3.4166667,17,32,9,2,3,14,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,46,0,3
5,7,8,10,12,13,20,21,23,24,25,30,31,,,,,,,,,,,,,,,,,,,,119209,1,19,2,9,31,31,19209,MATH.-NAT,4,4,5,3.75,,,,,17,39,2,4,3,18,5,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,42,0,3
2,5,7,12,13,20,22,24,25,,,,,,,,,,,,,,,,,,,,,,,,119210,1,19,2,10,31,31,19210,MATH.-NAT,3,2,4,3.6666667,4,1,4,3.6666667,14,54,4,2,2,17,5,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,46,0,3
2,5,7,10,12,13,17,18,20,21,22,24,25,27,28,29,,,,,,,,,,,,,,,,,119211,1,19,2,11,31,31,19211,MATH.-NAT,4,3,2,2.3333333,4,5,2,2.5833333,15,41,13,4,3,11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,78,0,3
2,10,11,13,20,25,29,,,,,,,,,,,,,,,,,,,,,,,,,,119212,1,19,2,12,31,31,19212,MATH.-NAT,4,4,4,3.4166667,3,4,4,3.5,16,39,,2,1,9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,3
1,5,7,9,12,25,,,,,,,,,,,,,,,,,,,,,,,,,,,119213,1,19,2,13,31,31,19213,MATH.-NAT,3,4,3,3.5833333,3,4,2,2.7,15,56,2,2,2,14,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,43,0,3
9,10,12,23,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,119214,1,19,2,14,31,31,19214,MATH.-NAT,5,5,5,4.3333335,,,,,15,35,2,2,1,15,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,43,0,3
5,12,18,20,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,119215,1,19,2,15,31,31,19215,MATH.-NAT,3,2,2,1.9166666,3,3,2,2.0833333,14,52,12,11,2,15,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,46,0,3
2,4,14,20,24,25,29,,,,,,,,,,,,,,,,,,,,,,,,,,119216,1,19,2,16,31,31,19216,MATH.-NAT,5,4,3,3.75,,,,,15,51,2,2,1,20,5,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,57,0,3
20,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119217,1,19,2,17,31,31,19217,MATH.-NAT,3,3,3,3,3,4,4,3.4545455,16,42,9,2,2,14,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,46,0,3
12,15,20,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119218,1,19,2,18,31,31,19218,MATH.-NAT,2,3,2,2,3,3,2,2.3333333,15,49,3,2,1,15,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,24,0,3
2,3,20,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119219,1,19,2,19,31,31,19219,MATH.-NAT,3,4,2,2.6666667,3,4,3,3.25,15,61,4,1,2,16,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,44,0,3
2,5,8,10,11,19,23,24,25,,,,,,,,,,,,,,,,,,,,,,,,119220,1,19,2,20,31,31,19220,MATH.-NAT,3,3,3,3.1666667,4,4,4,3.75,16,49,13,2,2,14,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,80,0,3
17,20,23,24,25,26,,,,,,,,,,,,,,,,,,,,,,,,,,,119221,1,19,2,21,31,31,19221,MATH.-NAT,4,5,4,3.5833333,4,5,4,3.6666667,17,29,1,1,3,12,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,59,0,3
2,5,10,13,20,24,25,,,,,,,,,,,,,,,,,,,,,,,,,,119222,1,19,2,22,31,31,19222,MATH.-NAT,4,4,2,2.75,4,4,3,3,15,52,3,2,1,12,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,52,0,3
2,5,19,20,22,24,30,,,,,,,,,,,,,,,,,,,,,,,,,,119223,1,19,2,23,31,31,19223,MATH.-NAT,4,3,5,3.9166667,4,3,4,3.1818182,16,50,6,1,3,15,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,62,0,3
2,10,20,22,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,119224,1,19,2,24,31,31,19224,MATH.-NAT,4,4,4,3.909091,4,3,4,3.5454545,15,38,6,2,3,8,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,39,0,3
2,5,7,10,12,13,14,20,21,24,25,,,,,,,,,,,,,,,,,,,,,,119225,1,19,2,25,31,31,19225,MATH.-NAT,4,3,3,3.25,3,4,4,3.5,16,32,11,1,3,10,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,64,0,3
1,7,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119226,1,19,2,26,31,31,19226,MATH.-NAT,,,,,3,4,3,3.2,15,45,9,8,3,18,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,46,0,3
17,21,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119227,1,19,2,27,31,31,19227,MATH.-NAT,2,3,4,3.5833333,3,3,4,3.3333333,15,35,13,6,3,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,58,0,3
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119228,1,19,2,28,31,31,19228,MATH.-NAT,5,4,4,3.25,4,5,4,3.6363637,15,36,2,6,1,13,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,32,0,3
2,7,12,13,20,24,25,,,,,,,,,,,,,,,,,,,,,,,,,,119229,1,19,2,29,31,31,19229,MATH.-NAT,3,3,4,3.2727273,2,4,4,3.4000001,15,51,3,3,2,10,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,60,0,3
13,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119230,1,19,2,30,31,31,19230,MATH.-NAT,,,,,3,4,2,2.0833333,16,47,10,10,3,16,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,44,0,3
5,8,14,17,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,119231,1,19,2,31,31,31,19231,MATH.-NAT,,,,,4,4,4,3.5,15,56,12,4,2,16,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,73,0,3
12,13,14,15,21,22,23,24,,,,,,,,,,,,,,,,,,,,,,,,,120101,1,20,1,1,32,31,20101,neusprachlich,2,3,2,2.6363637,2,3,2,2.5384614,13,55,13,10,2,8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,69,0,3
6,8,9,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120102,1,20,1,2,32,31,20102,neusprachlich,5,5,4,3.8461537,4,4,4,3.7692308,16,51,13,5,2,11,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,74,0,3
2,9,18,20,23,29,,,,,,,,,,,,,,,,,,,,,,,,,,,120103,1,20,1,3,32,31,20103,neusprachlich,2,2,3,2.3636363,2,2,3,2.1538463,14,40,2,1,2,14,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,62,0,3
5,9,10,11,14,16,,,,,,,,,,,,,,,,,,,,,,,,,,,120104,1,20,1,4,32,31,20104,neusprachlich,4,5,4,3.7272727,4,4,2,3.0769231,15,38,4,2,2,16,4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,58,0,3
9,15,16,17,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,120105,1,20,1,5,32,31,20105,neusprachlich,4,4,3,3.3333333,4,3,4,3.0714285,16,39,4,1,1,13,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,31,0,3
9,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120106,1,20,1,6,32,31,20106,neusprachlich,3,4,4,3.8461537,3,3,4,3.0833333,14,46,2,5,1,10,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,60,0,3
3,6,9,15,27,31,,,,,,,,,,,,,,,,,,,,,,,,,,,120107,1,20,1,7,32,31,20107,neusprachlich,,,,,3,4,2,2.5384614,15,61,13,13,2,14,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,54,0,3
18,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120108,1,20,1,8,32,31,20108,neusprachlich,3,3,4,2.6666667,3,3,4,2.6153846,16,40,2,1,2,19,5,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,42,0,3
3,17,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120109,1,20,1,9,32,31,20109,neusprachlich,4,4,3,3.1818182,,,,,16,54,3,2,1,14,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,42,0,3
3,9,11,14,15,18,21,31,,,,,,,,,,,,,,,,,,,,,,,,,120110,1,20,1,10,32,31,20110,neusprachlich,3,4,4,3.3636363,4,4,3,3.4615386,15,32,7,2,1,12,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,60,0,3
2,3,7,9,10,14,15,16,18,19,20,23,26,27,29,31,,,,,,,,,,,,,,,,,120111,1,20,1,11,32,31,20111,neusprachlich,4,3,3,3,3,3,3,3.4615386,15,43,10,2,2,10,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,62,0,3
9,14,15,16,21,24,25,29,,,,,,,,,,,,,,,,,,,,,,,,,120112,1,20,1,12,32,31,20112,neusprachlich,2,3,4,3.2727273,2,3,3,3.1538463,15,39,2,6,1,9,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,57,0,3
1,7,15,21,27,28,,,,,,,,,,,,,,,,,,,,,,,,,,,120113,1,20,1,13,32,31,20113,neusprachlich,2,2,4,2.8181818,3,3,3,2.8461537,15,45,9,2,2,16,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,52,0,3
4,5,8,16,17,27,30,31,,,,,,,,,,,,,,,,,,,,,,,,,120114,1,20,1,14,32,31,20114,neusprachlich,3,2,3,2.7272727,3,2,3,3.2307692,15,49,1,1,2,12,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,32,0,3
1,5,7,9,11,12,17,24,26,,,,,,,,,,,,,,,,,,,,,,,,120115,1,20,1,15,32,31,20115,neusprachlich,2,3,4,2.7272727,2,2,4,2.5384614,15,29,2,3,2,14,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,69,0,3
5,11,14,17,18,24,27,31,,,,,,,,,,,,,,,,,,,,,,,,,120116,1,20,1,16,32,31,20116,neusprachlich,3,4,5,3.3636363,4,4,4,3.4615386,16,41,2,2,2,10,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,39,0,3
2,3,9,23,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,120117,1,20,1,17,32,31,20117,neusprachlich,4,4,4,3.6923077,3,4,2,2.9230769,16,37,2,1,1,12,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,42,0,3
3,8,9,10,11,19,31,,,,,,,,,,,,,,,,,,,,,,,,,,120118,1,20,1,18,32,31,20118,neusprachlich,3,3,4,3.090909,3,3,4,3.3076923,16,45,10,2,3,14,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,53,0,3
9,15,17,25,26,27,31,,,,,,,,,,,,,,,,,,,,,,,,,,120119,1,20,1,19,32,31,20119,neusprachlich,4,4,4,3.3636363,4,4,4,3.4615386,15,40,2,1,3,14,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,46,0,3
3,9,18,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120120,1,20,1,20,32,31,20120,neusprachlich,3,3,4,3,3,3,2,2.6153846,15,44,2,2,2,17,5,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,43,0,3
12,14,18,28,29,31,,,,,,,,,,,,,,,,,,,,,,,,,,,120121,1,20,1,21,32,31,20121,neusprachlich,2,2,3,2.5454545,3,2,4,2.6153846,14,58,2,1,2,11,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,39,0,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120122,1,20,1,22,32,31,20122,neusprachlich,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,0,3
2,3,9,15,17,18,20,29,31,,,,,,,,,,,,,,,,,,,,,,,,120123,1,20,1,23,32,31,20123,neusprachlich,2,2,3,2.4545455,2,2,3,2.1538463,15,47,13,9,2,13,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,74,0,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120124,1,20,1,24,32,31,20124,neusprachlich,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,0,3
12,19,21,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120125,1,20,1,25,32,31,20125,neusprachlich,3,3,4,3.090909,4,4,4,3.6153846,15,48,11,6,2,12,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,57,0,3
5,19,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120126,1,20,1,26,32,31,20126,neusprachlich,4,3,4,3.2727273,4,4,3,3.3076923,15,44,12,5,2,12,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,48,0,3
5,7,19,24,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,120127,1,20,1,27,32,31,20127,neusprachlich,2,2,3,2.5454545,2,1,2,2,15,48,7,1,3,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,62,0,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120128,1,20,1,28,32,31,20128,neusprachlich,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,0,3
2,3,11,17,20,22,23,,,,,,,,,,,,,,,,,,,,,,,,,,120129,1,20,1,29,32,31,20129,neusprachlich,5,4,4,3.9230769,4,4,4,3.7692308,15,32,2,8,2,11,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,38,0,3
4,9,12,14,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,120130,1,20,1,30,32,31,20130,neusprachlich,4,4,4,3.4545455,3,4,4,3.6923077,16,50,10,,2,15,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,46,0,3
11,15,16,17,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,120131,1,20,1,31,32,31,20131,neusprachlich,4,4,4,3.4545455,4,4,4,3.3076923,16,50,2,1,3,13,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,46,0,3
2,3,4,5,9,10,11,17,18,23,24,,,,,,,,,,,,,,,,,,,,,,120201,1,20,2,1,33,24,20201,MATH.-NAT,3,4,4,3.5,,,,,17,56,2,6,1,10,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,45,0,3
5,6,10,21,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,120202,1,20,2,2,33,24,20202,MATH.-NAT,4,4,3,3.3333333,4,4,4,3.5833333,15,43,9,3,2,11,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,62,0,3
4,6,9,13,17,21,,,,,,,,,,,,,,,,,,,,,,,,,,,120203,1,20,2,3,33,24,20203,MATH.-NAT,4,4,4,3,4,4,4,3.1666667,16,51,2,1,3,10,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,44,0,3
2,3,5,6,9,10,13,16,17,21,24,,,,,,,,,,,,,,,,,,,,,,120204,1,20,2,4,33,24,20204,MATH.-NAT,4,4,3,3.5,4,4,4,3.7272727,16,43,2,6,1,19,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,24,0,3
2,6,10,17,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,120205,1,20,2,5,33,24,20205,MATH.-NAT,5,5,5,4.2727275,4,4,4,3.4166667,16,29,4,2,2,11,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,42,0,3
2,5,10,21,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,120206,1,20,2,6,33,24,20206,MATH.-NAT,4,4,3,3.5,4,4,4,3.3333333,18,45,2,1,3,14,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,44,0,3
10,11,19,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120207,1,20,2,7,33,24,20207,MATH.-NAT,4,4,4,3.4166667,5,4,4,3.5,14,43,3,1,3,15,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,52,0,3
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120208,1,20,2,8,33,24,20208,MATH.-NAT,4,4,3,3.5,,,,,17,28,9,2,3,13,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,46,0,3
2,4,5,10,13,15,16,17,20,21,22,24,,,,,,,,,,,,,,,,,,,,,120209,1,20,2,9,33,24,20209,MATH.-NAT,3,2,4,2.8333333,3,3,4,2.6666667,16,39,13,10,2,14,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,54,0,3
2,5,13,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120210,1,20,2,10,33,24,20210,MATH.-NAT,3,3,3,2.75,3,3,3,2.5,14,58,8,4,1,15,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,43,0,3
7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120211,1,20,2,11,33,24,20211,MATH.-NAT,4,4,2,2.9166667,4,4,2,3,15,62,6,6,2,12,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,44,0,3
2,14,15,16,18,23,24,,,,,,,,,,,,,,,,,,,,,,,,,,120212,1,20,2,12,33,24,20212,MATH.-NAT,4,3,2,3.1666667,4,4,2,3.25,15,60,1,1,1,15,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,24,0,3
6,10,17,21,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,120213,1,20,2,13,33,24,20213,MATH.-NAT,5,5,4,3.9166667,4,4,3,3.0833333,15,42,2,2,1,16,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,46,0,3
6,9,12,14,17,18,20,,,,,,,,,,,,,,,,,,,,,,,,,,120214,1,20,2,14,33,24,20214,MATH.-NAT,3,3,3,3.0833333,3,3,3,2.8333333,14,60,13,10,2,9,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,74,0,3
2,3,4,5,6,7,9,12,13,18,21,22,23,24,,,,,,,,,,,,,,,,,,,120215,1,20,2,15,33,24,20215,MATH.-NAT,4,4,4,3.3333333,4,4,3,2.5,15,42,2,2,2,12,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,58,0,3
2,9,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120216,1,20,2,16,33,24,20216,MATH.-NAT,4,4,4,3,3,4,4,2.8333333,16,27,2,3,2,15,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,24,0,3
2,5,6,10,13,18,24,,,,,,,,,,,,,,,,,,,,,,,,,,120217,1,20,2,17,33,24,20217,MATH.-NAT,4,4,4,3.5,,,,,17,44,3,2,1,12,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,60,0,3
12,14,15,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120218,1,20,2,18,33,24,20218,MATH.-NAT,3,3,2,2.5,3,3,2,2.4166667,14,68,13,9,2,16,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,54,0,3
6,7,18,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120219,1,20,2,19,33,24,20219,MATH.-NAT,4,5,3,3.25,3,5,3,3.0833333,15,40,2,1,1,15,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,42,0,3
6,14,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120220,1,20,2,20,33,24,20220,MATH.-NAT,3,4,4,3.1666667,3,3,3,2.6666667,15,54,2,1,2,15,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,52,0,3
5,10,13,17,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,120221,1,20,2,21,33,24,20221,MATH.-NAT,4,3,3,3,4,3,2,2.4166667,15,53,2,1,1,12,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,42,0,3
5,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120222,1,20,2,22,33,24,20222,MATH.-NAT,3,5,4,3.4166667,3,4,4,3.1666667,17,45,2,1,3,15,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,42,0,3
15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120223,1,20,2,23,33,24,20223,MATH.-NAT,3,3,3,2.75,3,3,3,2.1666667,15,50,9,6,2,14,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,53,0,3
2,4,6,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,120224,1,20,2,24,33,24,20224,MATH.-NAT,4,2,3,3,4,3,3,3.1666667,15,40,2,1,3,12,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,39,0,3
20,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121101,1,21,1,1,34,23,21101,neusprachlich,2,3,4,2.5,2,3,3,2.3333333,13,44,10,10,2,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,82,0,3
5,6,7,12,15,17,,,,,,,,,,,,,,,,,,,,,,,,,,,121102,1,21,1,2,34,23,21102,neusprachlich,3,4,4,3.4545455,,,,,16,35,2,1,1,10,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,62,0,3
5,6,7,13,20,23,,,,,,,,,,,,,,,,,,,,,,,,,,,121103,1,21,1,3,34,23,21103,neusprachlich,4,4,4,3.7,4,4,2,3.4000001,15,49,10,5,3,10,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,74,0,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121104,1,21,1,4,34,23,21104,neusprachlich,5,4,4,4.181818,3,4,3,2.7,17,49,4,4,1,12,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,39,0,3
6,10,17,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121105,1,21,1,5,34,23,21105,neusprachlich,4,4,5,3.7,4,4,5,3.7,16,42,10,8,1,12,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,39,0,3
5,12,15,17,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,121106,1,21,1,6,34,23,21106,neusprachlich,4,3,4,3.909091,4,3,4,3.2,17,50,10,8,1,17,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,39,0,3
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121107,1,21,1,7,34,23,21107,neusprachlich,4,4,5,3.7,4,4,5,3.7,15,42,,2,1,11,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,,0,3
10,13,20,22,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,121108,1,21,1,8,34,23,21108,neusprachlich,4,4,4,3.3636363,3,4,4,3.1818182,15,50,10,10,2,10,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,60,0,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121109,1,21,1,9,34,23,21109,neusprachlich,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,0,3
8,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121110,1,21,1,10,34,23,21110,neusprachlich,4,4,1,3,4,3,2,2.909091,14,50,3,3,2,10,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,60,0,3
